drug_id,drug_name,n_msi_h,n_mss,msi_h_median_ic50,mss_median_ic50,mw_p
1017,Olaparib,54,793,3.4956551599949997,3.71864966309,0.08250140782101596
1175,Rucaparib,56,862,3.31915569625,3.54295111395,0.4931993171484724
1259,Talazoparib,58,854,1.6137642689999998,2.326756942745,0.03908112978143734
1030,KU-55933,56,789,3.531678600445,3.89617854717,0.022225309530044007
1022,AZD7762,54,792,-1.1038639111720001,-0.5810234390375,0.018991970832729323
