drug_name,feature,mean_abs_shap,mean_signed_shap
Olaparib,BRCA1,0.12032630263933718,-0.025699111313352063
Olaparib,ATM,0.06605675598245003,0.0033850049312716328
Olaparib,BRCA2,0.039689908366164456,0.006038744662404798
Olaparib,CHEK2,0.021107024089132655,-0.021107024089132655
